Country Name,Internet_Users_Pct,Fixed_Broadband_per_100,R&D_Expenditure_Pct_GDP,Mobile_Cellular_per_100,High_Technology_Exports_USD,ICT_Graduates_Pct,Problem_Solving_Tech_Level3_Pct,B2C_Index_2020,DAI_Overall,DAI_Business,DAI_People,DAI_Gov
United States,0.5696202531645571,0.6429011469142545,0.5188446972699658,0.2968029817901958,0.7849991137654031,0.28485774130700914,0.37484586929716396,0.8248175182481753,0.551709227418084,0.3059179968564805,0.5055201613659088,0.6533370590923379
Denmark,0.9303797468354433,0.9632637902785366,0.38125818280515883,0.5535901168685857,0.05686891640281587,0.3887216867798364,0.5265104808877928,0.9525547445255476,0.7229297400009269,0.8997443298456026,1.0,0.28774075849592773
Greece,0.0,0.8802184598580013,0.10349247083794498,0.27950974653927324,0.008358903089778076,0.06884846671751008,0.05425400739827373,0.39416058394160586,0.0,0.0,0.35829658236314194,0.0
Chile,0.6518987341772151,0.0,0.08337004412067645,0.6820552242871187,0.0023597114152472637,0.0,0.004932182490752162,0.0,0.5869395652778422,0.45956943528621375,0.0,1.0
Lithuania,0.28481012658227856,0.2598842162752595,0.017907290858989452,0.7508874691939523,0.011472238409445919,0.28226287647850457,0.0,0.5182481751824815,0.7316422579598647,0.39188060639237593,0.5690514447561208,0.8620250739845057
Israel,0.5506329113924053,0.2792222829055161,1.0,0.9559908001075683,0.07451239042452894,0.5867202127261754,0.5314426633785451,0.5656934306569344,0.7100975575844649,0.2722024024285554,0.5325833647819541,0.9115721497306806
Poland,0.23417721518987364,0.046326597487711556,0.09713839823671278,0.6381537166625483,0.11469120188197457,0.16737749703781363,0.21948212083847102,0.5036496350364964,0.3307174305973954,0.19733412543389278,0.36724555707915824,0.44189420712401123
Austria,0.6582278481012654,0.2821321682140907,0.44255824752204215,0.5047726383307838,0.09333750013337772,0.32438022777659997,0.279901356350185,0.7445255474452553,1.0,0.7217339848464113,0.9053651759607804,0.9002140188729901
Australia,0.8734177215189873,0.6029404696886947,0.08337004412067645,0.24766035746321252,0.02876628325711367,0.463956527484754,0.5080147965474722,0.8102189781021896,0.41585391852435466,0.2657271877112441,0.6442588022832583,0.34916127119365065
Estonia,0.5253164556962024,0.6680065537957403,0.16204762881047216,1.0,0.006184655387489512,1.0,0.278668310727497,0.8175182481751824,0.8859315474811141,0.5897375285633121,0.711815391232042,0.9163854092213045
Finland,0.620253164556962,0.5032528672856363,0.39592809717808675,0.5870340292585102,0.018439767938958917,0.7602730470614053,0.7755856966707768,0.9124087591240879,0.784250127450526,0.9203519041516852,0.802161059616328,0.5212058773933205
Ireland,0.8481012658227844,0.3827110868377936,0.0,0.3455549910404976,0.3752744011957071,0.7823644839776743,0.13316892725030827,0.9124087591240879,0.20816378551235112,0.5022498144162302,0.2582139258383165,0.16851808360134515
Norway,1.0,1.0,0.11764427766815949,0.3048341302756035,0.018594364363878988,0.371734164389313,0.49445129469790383,0.8832116788321166,0.7736986142651898,0.7439428671551978,0.743326909208333,0.6328628755964992
Germany,0.5316455696202527,0.9543025669033317,0.42908674416182274,0.5328345063181249,1.0,0.35775858922307957,0.5844636251541308,0.9124087591240879,0.9116378551235111,0.6850529380295358,0.6514059213479132,0.9554425799233893
Sweden,0.7468354430379747,0.7791283451665756,0.48364120285301293,0.5304208042066961,0.09334799133518581,0.5591673727295305,0.8273736128236744,0.8175182481751824,0.880523242341382,1.0,0.8733966950830155,0.5895052042604071
New Zealand,0.8227848101265824,0.5910431458219552,0.08337004412067645,0.36770330789890987,0.0,0.5328128158939157,1.0,0.8540145985401459,0.3923826296519442,0.2473266606118666,0.6718735797278241,0.2996141954474757
Slovenia,0.36075949367088633,0.4034298197706172,0.2239864578659719,0.5478609311655208,0.012732056550486655,0.24491184059600993,0.2034525277435265,0.37956204379562025,0.42652314965009036,0.6464709535480714,0.2109923628483502,0.49170250204925237
Canada,0.6835443037974683,0.8477203713817588,0.14812721050151734,0.0,0.1249030211252204,0.4490092002461822,0.6239210850801481,0.8175182481751824,0.3339319645919266,0.33443128423968715,0.38187898052001107,0.3692896672340213
Netherlands,0.5886075949367088,0.9082381212452214,0.2556441324226479,0.4206097493227799,0.40108903119991635,0.1941460820848548,0.6436498150431568,1.0,0.906836446215878,0.8674511987260032,0.6991870163116657,0.8234879217651743
